team_size,project_budget,project_duration,requirement_change_count,average_sprint_delay,bug_count,testing_coverage,code_complexity,developer_experience,communication_frequency,task_completion_rate,client_change_requests,previous_project_success_rate,risk_level,delay,budget_overrun,quality_issues,requirement_instability
15,309493.52,18,4,1.8,54,55.15,5,6.32,6,51.77,3,56.18,Low,0,0,1,0
26,540143.89,14,7,3.91,51,80.5,7,3.11,4,100.0,2,60.02,Low,1,0,0,0
51,161716.81,21,3,3.46,47,15.67,10,4.1,3,79.84,4,30.68,Low,0,0,0,0
32,321125.71,12,2,2.3,60,87.25,7,7.35,0,65.07,6,69.86,Low,0,1,0,0
22,15000.0,11,11,3.18,63,72.33,10,1.6,6,60.28,4,35.36,Low,0,0,0,1
47,242992.74,20,7,0.88,50,57.78,10,0.2,5,69.74,1,69.72,Low,0,0,0,0
51,193652.39,2,7,3.8,43,67.18,9,2.93,1,70.26,3,28.57,Low,1,0,1,0
54,102670.43,9,5,4.97,55,79.3,10,5.96,1,82.02,5,52.26,Low,0,1,0,1
19,444661.08,19,7,2.4,52,62.6,10,4.7,8,68.97,2,81.87,Low,1,0,1,0
43,191276.14,7,1,1.38,59,79.08,1,2.21,9,66.18,6,84.57,Low,0,0,0,0
36,218054.05,21,4,1.91,62,77.31,6,4.67,3,75.33,8,57.68,Low,0,1,0,0
28,182105.28,7,7,3.78,47,65.15,7,3.62,10,65.81,8,81.82,Low,0,1,0,1
25,15000.0,10,5,2.12,57,42.01,2,0.74,6,70.93,3,39.12,Low,1,0,0,1
8,46242.44,21,3,0.0,51,60.24,7,3.68,6,94.89,0,89.56,Low,0,1,1,0
17,422996.83,6,10,4.1,57,25.26,9,6.29,10,65.04,6,93.19,Low,1,1,0,0
33,15000.0,23,6,0.23,52,70.02,8,3.83,6,69.98,3,68.19,Low,1,1,0,0
53,112063.24,2,7,3.05,75,54.45,4,0.87,5,59.78,3,64.06,Low,0,0,0,0
52,178050.39,7,2,0.0,53,50.92,5,8.64,1,89.68,1,29.74,Low,0,0,0,0
12,563851.94,14,7,2.42,49,73.8,10,2.12,5,44.97,2,70.9,Low,0,0,0,1
41,388348.68,14,7,2.06,39,39.13,3,5.39,3,58.71,3,83.86,Low,1,0,0,1
6,149709.31,21,5,0.0,62,64.02,6,6.5,1,83.42,2,78.52,Low,0,0,1,1
41,484812.47,23,4,2.87,60,55.88,9,5.51,5,69.59,5,74.69,Low,0,1,1,1
21,116707.15,16,5,0.0,59,58.75,5,3.94,0,86.12,6,46.2,Low,0,0,0,1
28,431637.96,16,3,2.37,63,67.12,2,0.2,10,68.91,6,74.33,Low,0,0,0,0
43,15000.0,8,6,1.38,56,94.82,9,7.31,10,61.25,3,56.47,Low,1,0,0,0
26,443186.41,19,7,0.0,48,69.17,4,1.7,7,70.04,3,97.55,Low,0,0,0,0
48,176895.94,15,2,0.11,46,86.45,4,6.83,9,51.33,2,82.83,Low,1,0,0,0
32,64869.24,1,7,0.27,46,87.12,9,7.17,9,58.79,3,76.79,Low,0,0,0,0
59,210914.15,20,6,4.16,58,75.85,2,1.57,8,86.6,3,72.72,Low,1,0,0,0
39,299921.95,9,8,3.87,55,28.81,8,1.53,1,67.86,4,54.91,Low,0,0,0,0
19,160945.28,11,6,6.59,53,57.69,8,3.56,10,71.52,3,57.3,Low,0,1,0,1
46,349711.63,12,4,1.18,75,42.37,9,6.71,2,73.99,2,100.0,Low,0,1,1,1
25,145061.1,19,7,1.11,57,100.0,3,3.07,1,46.91,3,55.88,Low,0,0,0,0
32,361667.03,7,6,2.47,60,43.93,1,4.73,9,47.06,2,72.29,Low,1,1,0,0
9,329599.97,10,6,1.49,49,35.05,9,3.3,8,78.11,4,73.79,Low,0,0,0,0
8,239033.85,1,7,1.03,65,12.13,2,6.39,6,65.43,7,72.03,Low,1,1,1,0
35,170551.18,9,10,2.31,56,43.35,10,2.98,1,68.48,5,75.2,Low,0,0,0,1
12,277277.34,3,5,3.61,69,64.21,8,2.77,3,81.84,9,100.0,Low,0,1,0,1
59,349045.67,14,7,0.0,57,81.57,4,2.02,6,57.05,5,74.57,Low,0,0,0,0
51,621123.85,21,5,1.06,41,42.74,4,1.95,7,62.93,4,80.93,Low,1,0,0,0
42,419095.68,11,4,0.0,54,83.09,7,7.05,7,66.36,2,66.51,Low,0,0,1,1
44,425678.19,21,4,1.89,43,60.85,9,3.64,2,77.39,3,68.49,Low,0,1,0,0
36,805932.2,23,7,3.07,50,53.26,1,2.22,7,66.25,7,80.41,Low,0,1,0,0
5,342872.53,2,5,4.43,44,65.11,1,0.49,1,61.87,3,97.27,Low,0,0,0,0
24,337235.83,12,4,1.33,59,87.52,8,3.85,2,99.1,7,95.19,Low,0,0,0,0
30,376722.71,13,6,2.41,45,62.92,5,2.53,0,72.64,3,15.1,Low,0,0,0,0
55,68386.12,9,6,0.0,61,42.05,5,2.07,9,82.48,5,41.79,Low,1,0,0,1
14,170097.71,20,4,0.48,51,69.63,1,2.64,4,43.05,2,100.0,Low,0,0,0,0
30,158889.53,10,5,2.61,54,69.35,3,4.79,6,51.39,5,62.41,Low,0,1,0,0
21,366570.52,2,4,0.0,52,58.58,7,1.71,0,81.37,1,65.09,Low,0,0,0,0
9,218648.58,13,4,4.67,54,80.39,9,3.77,10,68.15,4,61.53,Low,1,0,0,0
7,274880.22,5,7,3.25,56,20.8,2,6.63,4,65.82,2,48.5,Low,0,0,0,0
23,445741.83,9,11,0.39,56,68.43,5,3.17,4,56.79,5,58.08,Low,0,0,0,0
6,405367.13,12,11,0.0,57,76.12,8,1.95,3,87.59,4,62.23,Low,0,0,0,0
5,220890.22,17,5,0.76,52,35.92,9,7.03,3,82.47,1,62.97,Low,0,0,0,0
22,129400.88,7,6,0.4,54,35.3,5,4.29,3,70.96,5,54.37,Low,0,0,0,0
13,454349.45,9,3,0.0,59,79.97,5,4.08,9,75.93,3,88.5,Low,1,0,0,0
34,389300.41,2,4,0.0,60,83.14,9,5.75,0,67.12,6,70.34,Low,1,1,1,1
3,15000.0,9,8,1.74,50,86.48,10,4.29,8,61.06,1,74.66,Low,1,0,0,0
19,193632.29,14,10,3.66,53,49.53,8,4.67,2,63.7,4,73.63,Medium,1,1,0,0
28,279792.78,15,3,0.78,52,65.62,7,0.73,0,84.23,6,62.58,Low,0,0,1,0
57,390189.35,7,5,3.09,52,68.0,7,2.49,9,65.69,1,59.28,Low,0,1,0,0
38,413818.27,2,6,1.54,60,31.27,7,8.97,4,72.92,3,45.32,Low,0,1,1,0
53,301103.08,14,11,3.42,51,64.83,6,2.0,9,65.13,4,85.02,Low,1,0,0,0
21,355344.56,16,5,0.63,56,64.5,2,4.66,0,87.03,4,69.34,Low,0,1,0,0
28,261544.62,2,8,2.76,57,75.42,9,8.68,0,61.6,2,94.07,Low,0,1,0,0
26,128706.7,12,5,2.44,52,51.71,8,6.15,9,96.43,4,78.79,Low,0,1,0,0
53,202972.41,3,7,4.92,46,84.51,4,5.2,2,62.82,0,100.0,Low,0,0,0,0
57,253418.41,11,9,3.32,54,63.45,6,2.58,5,62.84,6,65.11,Low,0,1,0,0
57,243757.73,15,4,2.71,51,92.77,1,3.0,1,100.0,5,54.49,Low,0,0,0,0
45,15000.0,17,6,0.0,52,75.44,8,3.76,2,54.94,6,100.0,Low,0,0,0,1
31,178453.0,17,8,1.15,45,67.0,5,5.31,6,71.4,2,92.76,Low,0,1,0,0
33,260117.02,18,4,0.6,74,40.73,9,7.55,0,88.19,3,38.49,Low,0,1,0,0
58,199353.4,6,6,0.56,46,38.24,3,4.78,8,47.3,6,80.25,Low,0,1,0,0
18,205571.72,20,4,2.23,46,90.82,8,3.13,3,76.13,6,84.72,Low,0,0,0,0
22,337838.45,9,5,2.68,58,77.8,4,4.27,10,47.38,4,67.98,Low,0,1,1,0
54,55787.71,9,9,2.76,71,56.87,5,5.75,4,72.59,8,48.87,Low,0,0,0,0
24,15000.0,19,10,4.72,52,54.5,4,5.31,7,100.0,7,68.66,Low,0,1,0,1
15,187329.44,8,7,3.17,64,65.99,9,3.9,10,34.38,5,75.48,Low,1,0,0,0
34,387540.59,2,5,0.0,50,37.79,3,1.81,7,70.79,3,59.35,Low,0,0,0,0
20,553759.55,17,4,2.61,45,53.58,8,7.08,10,64.72,6,84.97,Low,0,0,0,0
53,390783.08,16,7,3.37,55,73.03,1,3.87,7,55.88,3,43.07,Low,0,0,0,0
54,15000.0,14,3,4.72,47,75.43,8,5.09,5,47.52,4,75.18,Low,0,0,1,1
19,208173.9,4,7,1.89,42,55.37,5,2.88,10,89.58,3,100.0,Low,0,0,1,0
32,296194.19,15,4,1.91,46,90.8,10,2.81,10,75.16,6,82.77,Low,0,0,0,0
59,281966.4,5,10,4.36,50,80.81,5,5.69,10,42.26,5,98.03,Low,0,0,0,0
45,347074.82,13,3,2.56,65,48.16,2,1.46,8,56.94,5,69.55,Low,0,0,0,1
14,84931.19,12,4,0.0,57,39.04,7,1.71,1,63.22,2,75.74,Low,0,0,0,1
36,261689.76,18,7,0.0,62,72.7,5,8.12,8,46.86,2,64.21,Low,0,0,0,0
37,325658.11,23,7,5.88,62,53.9,1,6.48,2,73.4,2,64.81,Low,0,0,1,0
39,398620.77,5,5,0.0,43,50.48,2,5.5,2,76.08,3,81.14,Low,0,0,0,0
3,104970.73,3,11,1.87,58,66.01,5,1.93,8,75.85,6,55.12,Low,0,0,0,0
19,187871.76,13,10,3.97,48,74.95,8,5.03,8,100.0,7,87.0,Low,0,0,1,0
51,15000.0,22,5,0.0,58,76.25,10,4.32,0,56.95,4,80.78,Low,1,0,0,1
15,138136.85,4,6,0.04,54,62.99,5,3.44,10,64.43,5,50.13,Low,0,0,0,1
19,155605.32,12,1,0.0,51,20.71,10,4.28,7,63.57,3,89.45,Low,1,1,0,1
20,66474.79,10,8,5.8,57,79.18,8,1.07,9,85.67,5,100.0,Low,0,1,0,0
12,279810.19,8,11,6.24,63,47.49,6,0.2,9,83.92,3,88.0,Low,0,0,0,0
11,239929.82,16,7,0.73,53,67.55,2,5.21,5,53.91,5,37.1,Low,0,0,0,0
22,15000.0,7,13,3.36,67,59.8,9,4.89,3,95.12,6,100.0,Low,0,0,1,1
52,288791.43,12,3,2.82,60,100.0,7,5.1,0,57.47,3,32.14,Low,1,0,1,0
2,82901.66,20,4,1.64,53,99.04,8,6.35,7,85.66,2,41.09,Low,0,0,0,0
18,337424.01,9,10,0.0,46,53.73,2,5.73,4,84.7,3,40.38,Low,0,0,0,0
5,19266.78,1,5,6.81,48,37.8,10,8.06,4,78.37,7,67.02,Low,0,1,1,1
34,255401.18,21,2,0.0,51,39.2,4,7.33,7,66.73,10,37.0,Low,0,0,1,0
16,199030.6,7,11,2.62,49,66.89,5,4.64,4,67.02,1,31.54,Low,1,0,0,0
47,304558.34,18,7,0.9,55,52.28,6,4.88,1,79.7,6,59.42,Low,0,0,0,0
35,272445.51,18,7,4.22,52,42.0,1,5.04,9,80.42,6,58.78,Low,1,0,0,0
47,204070.45,13,5,3.89,44,52.57,7,0.82,4,83.35,4,66.4,Low,1,0,0,1
38,15000.0,3,4,0.24,56,70.12,3,6.71,7,83.36,7,80.34,Low,0,0,0,0
27,15000.0,22,6,0.62,52,60.59,6,5.9,7,77.48,3,98.19,Low,0,0,0,0
51,144900.35,16,10,0.0,69,53.32,6,0.52,2,94.61,5,71.19,Low,0,0,1,1
29,248509.62,10,10,2.59,70,55.58,8,8.22,9,62.4,4,79.78,Low,1,0,0,0
57,140515.37,20,7,3.62,62,59.09,9,3.47,10,72.68,2,66.44,Low,0,0,1,0
59,362538.15,19,4,1.32,56,66.01,2,4.2,7,63.07,4,92.67,Low,0,0,0,0
36,199740.23,18,7,1.71,60,67.06,9,4.16,9,100.0,1,99.05,Low,0,0,0,0
41,76297.71,4,9,6.02,60,32.33,7,4.09,6,84.23,3,61.08,Medium,0,0,1,0
16,199942.67,15,2,4.07,58,65.0,10,10.25,3,88.21,1,47.52,Low,0,1,0,0
49,290654.77,7,7,4.9,59,55.48,4,3.87,2,79.14,5,61.11,Low,0,1,0,1
40,308479.25,2,5,0.0,72,43.75,6,3.72,10,71.1,5,63.29,Low,1,0,0,0
54,588108.24,8,6,3.29,56,55.29,2,4.55,7,100.0,5,67.72,Low,1,0,0,0
17,129596.32,3,6,2.7,69,82.81,4,2.46,5,91.45,1,71.81,Low,0,0,0,0
47,236773.84,3,7,0.0,51,76.56,9,5.2,9,66.87,4,67.77,Low,0,1,0,1
29,326702.31,17,11,0.11,53,63.75,8,2.53,6,67.65,2,48.93,Low,0,0,0,0
12,245783.87,12,9,1.76,51,45.85,10,5.7,4,75.55,5,67.21,Low,0,0,1,1
11,159888.73,10,5,0.0,65,37.53,9,2.0,0,63.35,5,76.76,Low,0,0,0,0
34,15000.0,5,9,0.6,58,45.05,3,3.09,9,66.44,4,98.91,Low,0,0,0,0
20,158049.78,18,4,1.28,49,62.22,4,2.09,0,47.68,3,61.31,Low,0,0,0,0
7,56733.57,15,4,3.35,56,62.6,2,3.22,3,33.67,2,71.2,Low,1,0,0,0
26,15000.0,14,2,0.79,47,50.28,6,0.21,6,100.0,4,69.29,Low,0,0,0,0
39,106777.81,5,4,1.31,51,77.8,8,0.2,6,63.9,7,62.24,Low,1,0,0,0
20,61523.49,3,7,4.25,57,68.92,9,3.73,7,67.14,4,62.71,Low,0,1,1,0
57,355081.58,3,7,0.0,39,14.28,10,0.81,9,73.1,6,38.02,Low,0,1,0,0
47,358196.53,1,2,2.65,64,63.97,4,8.66,5,83.14,5,79.59,Low,0,0,0,0
31,87301.73,23,8,2.98,54,75.6,5,3.64,9,84.41,7,83.57,Low,1,0,0,0
56,203158.85,9,3,3.03,59,65.64,6,6.2,6,88.47,3,64.07,Low,1,0,0,1
27,15000.0,16,8,1.2,57,72.47,8,5.24,5,81.2,6,80.5,Low,1,0,0,0
10,161018.81,23,6,0.07,67,57.26,10,1.95,4,67.71,6,40.2,Medium,1,0,0,1
4,321816.74,22,9,5.24,52,60.83,2,3.49,5,92.23,2,98.1,Low,0,1,0,0
56,398488.82,8,4,0.49,66,61.2,4,6.28,5,69.14,9,57.64,Low,1,0,1,0
57,121651.53,12,5,0.0,51,65.31,3,6.12,10,88.51,7,66.76,Low,0,0,0,0
44,439333.87,11,5,2.24,61,51.58,3,6.58,1,47.36,7,88.15,Low,0,0,0,0
7,15000.0,1,5,0.72,50,81.66,2,2.92,5,92.82,6,45.41,Low,1,1,1,0
19,25427.0,18,8,4.3,63,87.61,6,5.9,1,57.74,6,62.87,Low,0,0,1,0
4,377739.14,14,7,1.67,55,52.44,7,3.05,0,48.8,10,58.46,Low,0,0,1,0
4,550801.82,9,5,4.56,51,40.96,5,6.93,5,51.21,3,81.32,Low,0,0,1,0
16,338817.76,13,2,3.1,64,37.79,6,6.85,5,75.25,7,54.55,Low,0,0,0,0
35,242738.37,17,2,1.42,47,69.29,7,1.2,3,100.0,7,85.17,Low,0,0,0,0
5,15000.0,1,9,4.43,51,72.58,7,5.16,6,68.86,1,76.13,Low,0,0,0,0
59,15000.0,15,6,0.9,64,69.37,10,1.87,0,70.2,2,43.47,Low,0,0,0,1
28,273293.72,20,8,1.56,43,70.91,2,6.49,8,84.29,4,86.71,Low,0,1,0,0
17,185548.72,17,7,3.26,49,51.77,10,1.79,4,62.79,7,100.0,Low,1,1,0,1
31,50949.67,15,1,2.65,62,26.18,1,5.27,0,69.61,6,55.22,Low,0,0,0,0
47,261795.86,3,2,0.85,52,53.05,1,6.27,10,66.42,5,62.34,Low,0,1,1,0
20,270723.65,18,3,0.0,54,91.77,6,4.66,6,100.0,1,48.23,Low,0,0,0,0
4,419994.86,18,5,2.16,38,66.77,5,6.57,5,73.21,2,70.55,Low,0,0,0,0
4,274588.41,12,5,0.75,67,69.64,6,5.2,6,83.98,4,91.25,Low,0,0,0,0
51,471110.99,14,6,2.26,63,78.29,10,8.26,6,60.6,0,59.37,Low,0,0,0,0
8,251438.93,15,8,1.36,56,46.88,5,1.86,7,53.78,3,55.0,Low,0,1,0,0
38,229239.7,3,8,0.76,65,66.02,9,3.58,7,82.62,2,94.51,Low,0,0,1,0
24,441576.19,6,3,1.66,52,71.22,7,0.2,2,76.05,6,57.88,Low,0,0,0,1
47,73880.64,19,5,2.05,38,45.21,1,3.79,7,88.48,3,58.8,Low,0,0,0,1
5,756600.54,23,4,3.59,50,68.55,5,1.65,8,57.81,8,67.36,Low,1,0,0,1
54,317546.35,7,6,3.05,63,85.32,2,1.17,1,70.52,3,40.33,Low,0,1,0,0
42,318549.27,10,9,6.39,54,54.79,9,0.77,8,51.39,4,56.45,Medium,0,1,0,0
28,344517.28,22,7,2.48,45,31.0,4,3.36,3,64.09,4,100.0,Low,0,0,0,0
14,587884.57,4,5,0.85,66,65.11,8,5.11,1,48.87,3,84.56,Low,1,0,0,0
58,392651.33,7,4,1.87,56,50.18,1,5.65,7,67.45,2,82.71,Low,1,0,0,1
19,15000.0,2,11,3.34,51,65.26,4,6.9,8,92.93,5,82.96,Low,1,0,0,0
30,502624.67,6,6,4.21,38,46.84,9,6.77,6,58.27,6,83.01,Low,1,0,0,0
24,188638.62,15,9,4.88,44,63.1,9,1.79,6,58.07,6,64.38,Low,1,0,0,1
15,269287.91,9,8,0.17,68,84.09,1,2.72,4,69.33,4,70.5,Low,0,0,0,0
26,19734.29,23,3,4.76,51,61.5,5,4.96,4,69.05,1,78.37,Low,0,0,0,1
10,344716.36,21,7,2.11,50,32.32,9,5.0,3,84.32,4,63.27,Low,1,0,0,1
2,132752.63,21,9,0.35,55,68.76,5,7.81,8,51.22,5,95.58,Low,0,1,0,1
18,268030.53,17,9,1.79,59,62.36,3,3.81,5,31.94,5,41.43,Low,1,0,0,1
8,198862.18,17,4,4.62,62,65.84,8,6.34,1,73.02,2,66.24,Low,0,0,0,0
26,596502.3,12,3,3.11,48,79.52,8,4.16,2,99.05,3,91.91,Low,0,0,0,0
52,606806.85,23,5,0.0,52,52.55,10,5.36,3,68.9,3,89.9,Low,0,0,0,1
11,258372.37,3,10,0.0,53,56.82,10,5.43,8,78.34,6,62.96,Low,0,0,0,0
2,261515.99,17,9,0.0,43,43.47,1,4.45,9,70.73,3,77.61,Low,0,1,0,0
8,182780.27,4,6,0.74,60,65.48,9,2.16,1,83.93,4,77.45,Low,0,0,0,1
31,449081.13,8,10,2.35,56,65.01,2,5.16,1,67.29,4,100.0,Low,1,0,0,0
17,190794.42,6,5,0.0,60,57.32,9,6.04,5,70.82,3,57.61,Low,0,0,0,0
30,174159.29,14,5,1.34,43,75.45,9,4.76,10,98.21,4,75.75,Low,1,0,0,0
3,426146.72,19,2,5.0,53,43.34,3,0.2,3,90.31,5,64.51,Medium,1,0,1,0
21,153106.16,2,4,5.44,46,64.29,5,4.08,6,60.93,6,99.44,Low,1,0,0,0
25,243204.09,14,3,5.3,50,72.82,8,6.13,7,61.35,3,69.5,Low,0,0,0,0
27,15000.0,6,6,0.0,60,52.24,9,2.15,0,62.46,4,60.82,Low,0,0,0,0
33,376754.26,2,10,5.55,55,37.28,9,7.06,4,54.02,4,85.28,Low,0,0,1,0
47,599356.05,10,5,2.38,47,31.48,4,3.03,1,63.16,3,57.64,Low,0,0,0,0
29,379820.57,14,5,2.36,67,64.8,1,3.73,10,70.06,5,75.37,Low,1,0,0,0
50,513123.85,5,6,4.26,64,92.49,10,4.99,0,59.63,7,84.07,Low,0,1,1,0
32,97701.62,9,7,3.61,57,51.03,9,2.29,1,80.18,8,40.81,Medium,0,0,0,0
17,292538.37,22,5,0.0,57,70.12,3,6.69,8,45.22,8,57.35,Low,1,0,0,0
15,80231.21,8,8,0.98,57,18.34,6,7.53,1,53.12,2,100.0,Low,0,0,1,0
20,209002.2,23,6,1.47,56,68.72,10,1.86,2,82.55,3,75.97,Low,1,0,0,1
36,388998.07,20,9,0.0,55,42.41,4,4.05,6,100.0,3,51.5,Low,1,0,1,0
16,268327.71,9,6,4.19,46,54.92,8,9.04,6,76.05,3,74.58,Low,0,0,0,0
55,15000.0,14,6,5.08,46,63.42,5,7.14,10,58.65,7,38.28,Low,0,0,0,1
29,15000.0,17,7,2.18,51,32.11,10,0.63,9,54.19,3,74.98,Low,0,0,0,0
52,15000.0,11,6,2.8,55,100.0,5,7.3,9,66.0,2,79.09,Low,0,0,0,1
41,338461.47,10,7,2.18,50,51.1,2,0.2,9,92.27,4,70.42,Low,0,0,1,0
21,621501.02,8,6,2.4,63,72.93,10,5.98,6,80.23,5,58.58,Low,1,1,0,0
15,495242.48,4,9,4.44,43,88.87,4,2.44,9,52.21,2,100.0,Low,0,0,0,1
45,15000.0,1,5,0.0,51,67.28,3,5.6,7,77.8,5,66.03,Low,0,0,0,1
21,505793.67,8,4,3.17,55,39.9,2,5.09,5,94.96,9,37.93,Low,0,0,1,0
16,418552.08,19,5,2.22,53,63.85,5,4.82,10,90.89,3,69.05,Low,0,0,1,1
55,15000.0,6,6,0.77,54,28.92,9,5.91,1,93.29,4,93.07,Low,0,0,1,1
29,195423.71,5,4,1.19,66,56.04,4,3.31,4,84.8,3,100.0,Low,1,0,1,0
4,447194.03,8,2,5.86,45,92.18,3,3.06,3,51.48,3,23.48,Low,1,0,0,0
30,349078.03,14,9,0.0,60,36.6,5,6.73,5,59.08,2,56.96,Low,1,0,0,0
28,15000.0,5,5,1.86,55,47.16,6,4.51,3,99.83,4,65.26,Low,0,0,1,0
52,359933.59,6,4,5.46,46,95.36,9,3.13,4,66.56,3,74.98,Low,0,0,0,0
43,15000.0,3,3,0.0,54,58.86,2,4.07,10,41.66,5,47.47,Low,0,1,0,0
13,209892.01,8,3,1.29,55,45.91,4,3.86,8,81.7,4,81.99,Low,0,1,0,0
10,454832.22,6,9,2.28,70,69.01,8,3.67,8,88.99,3,88.7,Low,0,0,0,0
37,253310.96,20,3,3.03,50,53.56,5,5.56,3,70.71,4,56.08,Low,0,1,0,0
4,160191.24,21,5,2.04,49,13.11,8,2.41,3,80.8,9,71.15,Low,0,0,0,0
20,410082.33,9,6,0.41,53,37.51,5,8.15,5,58.75,4,86.66,Low,0,0,1,0
10,425455.33,2,8,3.09,56,99.03,2,5.04,4,64.57,6,100.0,Low,0,0,0,0
3,485807.14,3,9,2.0,62,67.91,9,0.2,7,43.06,7,91.0,Low,0,1,1,0
55,407381.64,8,5,3.46,50,88.35,7,5.16,2,54.82,1,62.61,Low,0,0,0,1
7,444647.46,11,6,4.05,58,43.47,2,2.27,1,94.99,6,80.16,Low,0,0,1,0
2,381923.54,13,10,0.0,49,61.01,2,4.43,4,18.96,4,67.77,Low,0,0,0,0
56,297795.16,7,5,4.27,56,58.96,4,4.13,9,65.8,3,58.51,Low,0,0,0,0
12,266111.62,9,4,1.69,50,52.15,10,6.13,0,63.46,1,80.92,Low,0,0,0,1
49,207293.25,7,4,3.85,47,65.78,3,6.1,0,81.51,3,80.74,Low,1,1,0,1
3,31773.71,12,5,3.19,54,41.93,9,5.03,9,37.87,3,71.86,Low,0,1,0,0
10,78043.93,17,7,5.91,41,83.77,5,9.08,4,59.78,0,90.04,Low,0,0,0,1
8,199237.39,1,10,2.21,49,70.41,3,2.76,5,62.59,4,66.9,Low,0,1,0,0
42,293461.39,12,5,1.39,47,58.87,2,7.78,8,78.48,4,70.35,Low,0,0,0,0
37,509346.27,15,4,1.17,70,64.4,4,7.84,6,71.85,4,75.55,Low,0,0,0,0
29,242476.5,16,5,0.13,52,56.56,3,5.31,10,45.5,3,77.79,Low,0,1,0,0
16,430625.73,13,5,3.82,50,30.98,6,5.6,2,66.58,5,55.37,Low,0,1,1,1
7,444276.82,13,11,0.0,53,44.17,10,6.78,9,59.56,3,100.0,Low,0,0,0,0
35,208339.58,16,6,3.8,59,58.76,9,3.74,4,79.42,4,84.1,Low,1,0,0,0
15,357044.24,9,9,1.75,55,55.65,4,3.29,1,68.06,5,72.03,Low,0,0,0,0
36,206164.95,14,3,0.0,52,73.66,10,3.41,5,99.98,6,72.42,Low,0,0,0,0
41,487984.46,8,5,5.18,46,72.09,10,5.2,5,61.38,7,70.63,Low,0,0,0,0
51,364451.8,11,7,0.0,62,51.92,5,3.37,1,62.91,1,98.31,Low,1,0,0,0
30,35712.92,3,3,2.04,51,44.77,5,2.77,5,63.49,5,89.25,Low,0,0,0,0
2,279074.44,9,6,2.67,54,75.59,5,2.01,0,68.91,4,83.43,Low,0,0,0,0
18,546660.19,4,0,0.0,47,65.41,5,2.14,7,85.47,6,100.0,Low,1,0,0,0
51,217378.41,6,5,3.08,52,50.81,2,2.96,6,64.92,4,82.66,Low,1,0,0,0
32,330588.71,10,10,0.86,61,41.44,9,3.02,1,65.67,2,55.8,Low,0,0,1,0
37,348258.19,12,7,1.7,56,49.83,4,4.76,6,77.71,6,85.33,Low,1,0,1,1
28,63407.88,22,6,4.89,52,69.06,1,2.64,2,56.86,2,81.6,Low,0,0,0,1
11,341927.43,1,6,2.49,55,92.36,10,5.68,7,82.09,4,96.97,Low,0,0,1,0
54,15000.0,21,5,1.5,74,58.19,2,9.22,2,65.95,6,85.42,Low,0,1,0,0
46,137387.66,8,9,1.86,54,47.01,10,7.5,9,57.56,6,74.48,Low,0,0,0,0
59,443630.13,17,8,5.75,56,100.0,2,1.95,5,42.57,6,89.35,Low,0,0,0,0
51,314216.13,16,6,3.01,56,55.31,5,3.78,10,54.37,3,41.76,Low,0,0,0,0
18,195193.99,23,7,0.43,46,47.71,6,1.45,0,68.69,2,80.62,Low,0,0,0,0
16,330362.98,3,12,1.22,48,54.67,3,4.97,9,70.52,4,82.28,Low,0,1,0,1
16,239183.4,23,5,0.0,44,53.77,6,5.11,0,67.45,5,48.0,Low,0,0,0,0
55,252264.13,2,7,1.3,50,84.87,6,4.92,0,48.32,4,74.23,Low,0,0,1,1
34,368227.33,21,5,5.42,58,31.87,9,1.98,1,68.61,4,60.07,Low,0,0,0,0
28,119073.81,16,3,1.87,52,72.7,5,2.94,3,47.15,5,64.13,Low,0,0,0,0
58,257260.55,12,4,0.0,64,61.8,9,6.79,9,51.68,7,88.63,Low,0,1,0,1
36,193791.72,10,5,3.06,55,51.98,8,5.45,8,89.36,6,53.41,Low,0,0,0,0
54,15000.0,3,4,1.41,64,55.95,9,2.42,0,69.84,6,67.92,Low,1,0,0,0
59,84317.96,19,7,3.32,46,57.49,7,1.42,9,78.75,3,55.32,Low,0,0,0,0
6,532277.16,17,4,1.72,48,63.59,2,4.33,2,94.4,2,76.06,Low,0,0,0,0
22,319250.2,22,9,5.09,64,53.88,7,4.21,10,70.57,8,78.02,Low,0,1,0,0
44,15000.0,17,10,0.38,49,60.82,8,1.41,2,86.86,6,48.81,Low,1,0,0,1
49,15000.0,23,8,0.0,46,48.01,4,3.76,7,77.68,2,65.86,Low,0,1,0,0
10,229810.5,21,6,4.08,54,100.0,7,3.34,6,59.97,3,68.61,Low,0,0,0,1
20,531013.58,10,9,0.0,61,80.17,7,3.09,9,69.17,6,74.1,Low,0,0,0,1
33,216383.54,17,6,1.86,46,70.79,7,3.47,6,59.46,2,89.07,Low,1,0,0,0
48,485259.92,7,13,3.8,73,54.01,7,5.16,1,81.26,5,54.77,Low,0,0,0,0
8,313347.54,19,9,0.0,49,76.79,7,4.71,10,87.43,7,64.66,Low,0,0,0,0
36,334825.08,14,12,2.33,41,67.39,7,7.51,4,49.6,5,95.59,Low,0,0,0,0
19,15000.0,11,2,0.0,65,64.14,4,4.97,10,57.4,3,86.08,Low,0,0,0,1
14,418754.13,15,4,0.0,60,52.41,7,6.43,0,65.75,3,54.68,Low,0,0,0,0
31,189712.23,7,7,0.07,54,66.94,2,1.32,9,58.42,2,69.94,Low,0,0,0,0
26,405356.64,15,9,1.83,59,92.3,9,4.86,3,67.72,7,79.48,Low,0,1,0,1
